session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,src_bytes,dst_bytes,traffic_volume,packet_rate,error_rate,syn_flag_count,session_count,attack_detected
15350,15365,tcp,6,933,1,14,4,Safari,0,55669,65916,121585,252.5785660918152,0.10596266299595192,25,29,0
15351,3598,icmp,7,1830,1,83,4,Chrome,1,71775,51256,123031,32.7994715,0.2695351739779699,35,21,1
15352,4085,icmp,8,467,1,29,4,Safari,0,85279,17334,102613,17.849704931453985,0.2441365929576027,4,20,0
15353,908,icmp,2,772,1,16,0,Edge,1,64092,12822,76914,266.1668676869922,0.9772439954576181,48,19,1
15354,7898,tcp,0,1973,1,84,5,Edge,0,98279,74743,173022,28.227089396799766,0.3695318182073295,24,2,1
15355,12418,tcp,3,1776,0,88,1,Firefox,0,46062,90129,136191,252.70327977503095,0.35043093137427417,28,17,0
15356,4007,tcp,7,465,1,90,5,Chrome,0,29232,80233,109465,24.58237647267605,0.13318181816503494,12,3,0
15357,17029,udp,1,1177,1,59,3,Firefox,0,80048,68029,148077,198.66156728004907,0.076609595,36,39,0
15358,5545,tcp,1,929,0,73,5,Chrome,0,38892,96121,135013,74.32725002408449,0.9632318051529764,7,27,1
15359,8976,tcp,2,964,0,8,1,Firefox,1,93803,26485,120288,83.11928724456864,0.4415493082557681,44,26,1
15360,19500,icmp,4,1490,1,93,3,Firefox,0,69569,97699,167268,345.86280364138804,0.8903555422438789,41,2,1
15361,6467,tcp,4,1705,1,11,5,Firefox,0,49549,2195,51744,335.50373146816645,0.671798072,9,27,1
15362,765,icmp,5,1585,1,99,3,Firefox,0,93777,42602,136379,14.448603812627377,0.2281293649079459,26,33,0
15363,2433,tcp,0,1528,1,13,0,Edge,1,94314,7717,102031,321.69321985811285,0.9264243156041088,28,9,0
15364,18906,tcp,2,1072,1,51,1,Safari,0,88891,7331,96222,199.15513504950508,0.13466213111091385,30,24,0
15365,17032,udp,8,1881,1,71,5,Chrome,0,12500,33295,45795,25.67159833860113,0.3763417026519692,29,16,1
15366,8484,tcp,8,1577,0,68,2,Edge,0,94418,17443,111861,42.84872178,0.40302145750671936,46,37,0
15367,2223,tcp,9,840,1,8,4,Edge,1,23575,4253,27828,163.06205390725313,0.6666766967604715,2,22,1
15368,13100,icmp,0,981,1,67,4,Safari,0,44570,65818,110388,470.64441345175345,0.7978009735807865,31,17,1
15369,8196,udp,4,424,1,75,3,Safari,0,34205,38739,72944,81.18637256230241,0.22887887666355977,23,11,0
15370,6195,udp,7,126,1,90,5,Edge,0,93279,92752,186031,189.47248787589666,0.136450464,44,33,1
15371,16299,udp,7,1990,0,63,1,Firefox,0,72771,66367,139138,415.75100462433846,0.8066001515743704,44,24,0
15372,19663,tcp,5,181,1,79,3,Chrome,0,71735,80056,151791,429.20578050070776,0.3097474655121485,28,4,0
15373,6678,tcp,5,917,1,60,5,Safari,0,34085,16657,50742,182.2318509215579,0.7838205184484719,10,36,1
15374,7310,icmp,4,1645,1,93,0,Safari,0,733,39452,40185,60.36039494576463,0.7575123869544483,49,6,0
15375,15592,udp,9,241,0,38,3,Chrome,0,63572,49143,112715,373.9572749497673,0.4312338731115747,23,20,0
15376,6589,tcp,9,695,1,81,4,Edge,0,52001,85681,137682,127.73517910803326,0.9914946874769803,20,20,1
15377,7190,tcp,1,1779,1,59,3,Safari,0,63895,91905,155800,203.54561682654634,0.4406948917881097,13,30,0
15378,19363,udp,6,1581,1,94,4,Safari,0,41322,83638,124960,371.5544507223402,0.4810518144519472,26,33,0
15379,16378,udp,1,133,1,33,1,Edge,1,44021,57404,101425,449.75627372713086,0.06985036,48,28,0
15380,1491,tcp,0,1202,1,32,2,Chrome,0,33418,7061,40479,242.13817443767763,0.9994026681388348,38,8,0
15381,4073,udp,7,402,1,35,2,Edge,1,3406,7439,10845,56.78591449052673,0.1796051658912554,3,11,0
15382,12817,tcp,8,452,0,12,5,Firefox,0,95364,40593,135957,190.46315086492936,0.4575234902149158,36,17,1
15383,11251,icmp,8,1327,0,97,1,Chrome,0,56412,31960,88372,206.51653347112787,0.7172946990359769,28,11,0
15384,4510,icmp,3,1960,0,8,2,Firefox,0,91079,31121,122200,29.697694772889903,0.1499305695334071,13,30,0
15385,11597,tcp,1,508,0,74,3,Edge,0,53619,92258,145877,148.96169965425167,0.7529535835166038,13,4,1
15386,16407,udp,3,795,1,11,2,Chrome,1,17731,33451,51182,372.43712017672715,0.7791994439152037,45,15,1
15387,1502,icmp,1,1831,0,40,1,Chrome,0,30379,58694,89073,128.35815728345978,0.9075774570830827,16,10,0
15388,17043,udp,7,1194,0,69,3,Firefox,0,40671,99532,140203,302.15103369844746,0.3152246636706637,29,27,0
15389,6195,icmp,0,19,1,90,0,Firefox,0,38150,49411,87561,260.96300320113744,0.19439053300693732,33,22,0
15390,10490,icmp,8,315,0,90,2,Chrome,1,58815,89804,148619,418.31567213850116,0.37726628704373755,30,4,1
15391,18795,icmp,0,595,0,56,5,Edge,0,82751,79291,162042,168.6698021747086,0.9706787610162931,45,15,1
15392,5012,udp,3,448,0,23,1,Firefox,0,75620,39615,115235,206.99515334591888,0.6965490449407541,16,28,0
15393,6769,udp,9,1983,1,88,3,Chrome,0,28333,92002,120335,388.56482014283705,0.052668555672636286,1,17,0
15394,6177,icmp,6,1863,1,96,0,Edge,0,1991,60899,62890,72.23518606,0.8642694195156293,38,5,0
15395,2524,icmp,9,1731,0,62,2,Chrome,1,91579,17168,108747,323.1429131773836,0.45195536689080185,48,15,1
15396,16580,tcp,4,479,1,71,2,Firefox,1,5835,31954,37789,440.94041765965125,0.4242826949812859,12,37,1
15397,14247,icmp,0,1865,0,63,3,Firefox,0,90149,17223,107372,416.14318551504493,0.6839955589465525,14,26,0
15398,7179,icmp,9,207,1,12,5,Firefox,0,15075,57109,72184,178.17472552551354,0.6346824545810992,1,36,0
15399,14189,icmp,8,1771,1,89,4,Safari,1,21711,68004,89715,272.16347236459734,0.22329576021180664,35,13,1
15400,9260,icmp,7,493,1,86,2,Safari,0,16584,60414,76998,152.22760696010857,0.9212173145579089,40,9,1
15401,1636,icmp,7,927,0,98,5,Chrome,0,85938,5331,91269,58.79931536524204,0.8353221798864278,39,13,1
15402,13621,icmp,8,40,1,83,2,Safari,0,97168,48122,145290,164.0675012,0.7100107691129146,49,23,1
15403,6406,icmp,3,372,1,33,2,Safari,0,5096,34380,39476,240.5238817743131,0.8064103470618602,34,22,0
15404,675,udp,9,967,1,44,4,Safari,1,80083,1832,81915,214.22237840521132,0.12759182188471352,45,21,1
15405,4205,icmp,3,1135,1,96,3,Safari,0,52898,81468,134366,333.59054966265495,0.6567238140278554,13,2,0
15406,12094,udp,1,168,1,79,1,Chrome,1,13855,59026,72881,70.90373651,0.5472793130020386,49,35,1
15407,14283,icmp,4,1136,1,37,2,Safari,1,7942,42772,50714,376.7772848428558,0.9065687478711121,24,20,1
15408,16691,udp,8,1645,0,43,1,Firefox,1,65000,92428,157428,195.12394143437936,0.7067946989754273,30,27,1
15409,3176,udp,8,775,1,28,0,Safari,0,69913,56875,126788,252.04778715251894,0.12231650134494487,35,4,0
15410,17750,tcp,6,1594,1,33,1,Firefox,0,61637,352,61989,163.42977932406902,0.38756435214477103,48,13,0
15411,19536,udp,4,436,0,29,3,Chrome,0,85089,21042,106131,127.67634119074035,0.035729959,12,26,0
15412,13678,icmp,2,559,1,96,2,Chrome,0,94003,61415,155418,240.2567746998279,0.440505561,36,20,0
15413,1704,tcp,0,1690,1,8,4,Firefox,0,45663,58500,104163,269.5826872233089,0.020556409,47,17,0
15414,6044,tcp,5,688,1,69,0,Chrome,0,85356,81818,167174,253.7324216476012,0.818604315,31,35,0
15415,7594,icmp,8,1724,1,35,2,Chrome,1,97275,35395,132670,363.16571469510046,0.5404753811615263,11,1,1
15416,9459,udp,7,781,1,51,1,Firefox,0,90059,49758,139817,234.82569091038337,0.43174961662203004,21,25,0
15417,11310,udp,4,1390,0,37,0,Edge,0,91432,87000,178432,352.51628585159347,0.6549029023408943,40,29,0
15418,12150,icmp,9,1360,1,75,1,Safari,0,57157,5011,62168,194.86358088941017,0.2455911789694344,28,37,0
15419,10359,udp,3,1061,1,65,0,Firefox,0,28037,38118,66155,465.7964345960729,0.7953077906805524,25,16,0
15420,15913,tcp,1,1933,1,54,1,Firefox,0,34620,15432,50052,106.81663918040846,0.3903646935571268,13,9,0
15421,840,tcp,1,600,1,75,2,Chrome,0,6572,73620,80192,236.70808544537712,0.03469492,40,19,0
15422,7635,icmp,2,1731,0,48,1,Edge,0,83733,5760,89493,261.39757960657107,0.011317761,2,1,0
15423,13064,udp,3,1710,1,25,1,Safari,0,10649,1511,12160,214.83224372565692,0.11465521362994191,1,21,0
15424,15958,tcp,1,1769,1,39,1,Chrome,1,61600,78388,139988,358.9932509983614,0.31431947059001863,36,2,0
15425,7390,tcp,0,1460,0,64,3,Chrome,1,88109,26670,114779,204.70049237095478,0.004039209,47,24,1
15426,985,tcp,3,107,1,38,1,Chrome,0,5768,3219,8987,156.22486511247772,0.090427781,10,38,0
15427,4185,tcp,2,1492,0,8,2,Chrome,0,25654,47116,72770,240.7564052,0.283269327,43,5,0
15428,6524,udp,3,1560,1,92,2,Chrome,0,24573,13568,38141,11.736305598823419,0.14511892,32,24,0
15429,5771,icmp,3,885,0,80,2,Chrome,0,33355,5152,38507,3.5062847347105897,0.002716642,27,5,0
15430,14182,tcp,5,890,1,93,5,Edge,1,87438,20448,107886,485.47341431143474,0.3911171833220647,47,17,1
15431,3391,udp,9,1877,1,47,4,Firefox,0,18785,91171,109956,93.85441702248899,0.4887533184770876,12,17,0
15432,5950,tcp,8,882,1,85,4,Safari,0,57405,22738,80143,327.53979466425744,0.24886691745203948,23,32,0
15433,12191,icmp,2,193,0,75,4,Chrome,0,21290,16116,37406,35.97506865177014,0.18851413347465873,2,21,0
15434,15478,udp,3,62,0,4,0,Edge,0,96761,70471,167232,84.68827514707888,0.9568720205543969,35,31,0
15435,4604,icmp,2,1477,1,83,0,Firefox,0,90178,21047,111225,287.2234431777447,0.9800347680285432,9,39,0
15436,18745,udp,7,1261,0,16,0,Safari,0,92087,12997,105084,183.62180321044067,0.076211432,49,36,0
15437,14013,icmp,8,446,1,50,3,Edge,0,25760,61051,86811,483.41133474640367,0.9148278453383336,31,16,1
15438,14309,icmp,8,947,1,47,4,Firefox,0,86917,2862,89779,448.3722070817913,0.6822047226948849,36,13,1
15439,8477,tcp,3,513,0,47,3,Edge,0,54307,53691,107998,277.9107248244489,0.395294128,18,12,0
15440,5505,tcp,6,128,1,56,4,Firefox,1,49620,44007,93627,477.02887857302875,0.3225062727773156,43,36,1
15441,2556,tcp,0,946,1,94,5,Firefox,0,85587,75307,160894,92.66880632,0.6664801164754959,44,1,1
15442,15028,udp,1,738,1,48,3,Safari,0,92145,714,92859,380.0897405566826,0.14766139678366086,32,37,0
15443,575,icmp,7,157,1,11,1,Firefox,0,53938,98554,152492,183.01394575179594,0.4722171534335665,2,21,0
15444,8698,udp,8,759,0,16,5,Safari,0,23999,13445,37444,478.2889888902545,0.040175672,15,8,0
15445,9129,udp,0,1460,1,72,0,Chrome,1,45800,1344,47144,285.7626540145548,0.22221930043296867,41,37,0
15446,19220,icmp,7,1046,1,66,5,Chrome,0,40823,53718,94541,110.33875209287261,0.048004833883793174,31,5,0
15447,13007,icmp,2,224,1,3,0,Edge,0,48710,45989,94699,139.89683916823316,0.7390905560378797,16,29,0
15448,9809,icmp,5,1026,1,61,2,Firefox,0,25084,36351,61435,309.6296071012742,0.6287140635714653,26,26,0
15449,5668,tcp,4,1257,1,8,4,Firefox,0,66177,98753,164930,378.80298570571324,0.39388114675160646,32,19,0
15450,7732,udp,5,423,1,30,3,Safari,1,78331,36207,114538,392.8690525922956,0.41886926864778884,36,19,1
15451,17874,udp,9,1963,1,65,2,Safari,0,83237,12468,95705,461.29524489075953,0.359523694,26,38,0
15452,14519,icmp,4,634,1,72,2,Edge,0,27880,55272,83152,136.57158190138054,0.450185938,48,39,0
15453,12554,icmp,3,590,1,37,0,Chrome,0,87415,87510,174925,323.77088088981014,0.6641706461456219,26,22,0
15454,2664,icmp,5,1280,1,67,4,Chrome,1,22433,24298,46731,164.21254798392602,0.46142294946708606,0,27,1
15455,15358,tcp,9,897,1,74,3,Edge,0,79146,95876,175022,485.67565000653946,0.37224962484485047,19,28,0
15456,14664,udp,1,1513,0,49,2,Safari,0,97978,12258,110236,378.3289535,0.5448310397334474,21,14,0
15457,13748,udp,5,41,0,32,4,Chrome,1,67307,21450,88757,130.39592515965617,0.19374709625248798,40,3,1
15458,944,udp,8,1512,1,5,5,Chrome,0,40840,51382,92222,160.9571255,0.21244842932176233,1,15,0
15459,8199,tcp,9,1963,0,56,5,Safari,1,37986,41335,79321,404.47537846532964,0.22463397464248236,29,21,1
15460,18257,tcp,3,1563,1,89,1,Chrome,1,698,78547,79245,478.9408400318073,0.8026791445617342,39,24,1
15461,12451,udp,0,369,1,5,3,Edge,0,23213,36079,59292,9.629138326212198,0.2800904808939635,7,37,0
15462,13448,tcp,1,355,1,78,5,Chrome,0,19679,56085,75764,233.2468355193274,0.095829547,39,8,0
15463,19440,icmp,5,1133,0,60,2,Safari,0,68770,33735,102505,410.7600297867022,0.3765775226048659,24,38,0
15464,4040,icmp,3,1370,0,52,3,Firefox,0,6031,37193,43224,197.38903564477874,0.635618719,39,15,0
15465,12708,icmp,7,84,1,78,1,Chrome,0,88134,48138,136272,237.91015951772812,0.6013468691653693,35,29,0
15466,3178,icmp,9,122,1,86,1,Firefox,1,66235,56332,122567,3.674815394456912,0.9990954531569952,8,31,1
15467,13999,tcp,4,18,1,1,2,Chrome,0,19680,10386,30066,67.76046561171395,0.18970475481429538,35,6,0
15468,17076,icmp,5,1954,0,20,4,Edge,0,72354,64998,137352,231.2317886285419,0.9724581313830062,39,25,1
15469,13952,udp,1,1280,0,47,0,Chrome,1,41187,29711,70898,77.64142928809892,0.4620936970741376,17,14,0
15470,4453,icmp,0,963,1,5,5,Firefox,0,63967,73744,137711,307.6765158504863,0.5748730259983437,34,22,1
15471,5927,udp,0,659,0,32,5,Edge,0,95987,40552,136539,131.5082548863723,0.2725127643753019,18,11,0
15472,4259,tcp,3,1671,1,44,2,Chrome,0,85956,83730,169686,145.0727951709118,0.007299805,43,3,0
15473,4503,udp,5,1404,1,39,0,Safari,0,7773,86568,94341,35.3846597,0.6864541303933591,9,14,0
15474,3958,udp,6,1056,1,18,5,Chrome,0,79621,6604,86225,324.1935166772234,0.6081661131690395,31,38,0
15475,16234,tcp,6,225,1,10,3,Safari,0,47930,20991,68921,11.959723977783634,0.2070585058709461,2,33,0
15476,12700,udp,6,688,0,29,5,Edge,0,18161,87837,105998,133.8931555627421,0.00918531,44,19,0
15477,2568,udp,5,96,0,93,5,Edge,0,61080,61255,122335,177.87091506102433,0.28954471620764777,33,7,1
15478,3759,icmp,5,644,0,8,0,Edge,0,77114,49328,126442,434.99375465801666,0.7883810001722047,44,26,0
15479,7034,tcp,1,523,0,97,5,Chrome,1,68464,64168,132632,364.7202567687403,0.5544168892445641,11,34,1
15480,9503,icmp,7,1836,0,46,1,Edge,0,38615,685,39300,319.93418018802976,0.45916653112451045,39,14,0
15481,13771,tcp,6,1458,1,85,2,Chrome,0,61328,88217,149545,175.82978058786279,0.41000761292629007,33,6,0
15482,8766,icmp,1,710,0,68,5,Chrome,0,58918,68415,127333,231.08601827094103,0.5948939831685796,23,4,1
15483,12207,tcp,7,1372,1,4,2,Safari,1,21943,46876,68819,2.704172278306718,0.4048265939010609,6,6,0
15484,12333,icmp,1,1408,1,65,0,Edge,1,8808,8805,17613,374.63963993871874,0.9939780084781823,0,8,0
15485,17711,tcp,9,236,0,19,3,Chrome,0,57005,63395,120400,88.52865527871361,0.9783143162761728,43,31,1
15486,17403,tcp,9,1151,1,70,2,Firefox,0,91594,43654,135248,345.1908600155045,0.7411825264888205,40,30,1
15487,14064,icmp,4,1851,1,63,3,Chrome,1,85453,82726,168179,465.41205671399024,0.42585848431029716,36,9,1
15488,11664,icmp,7,127,1,56,3,Chrome,0,65893,2222,68115,297.4552152281826,0.4795549064677309,27,9,0
15489,2765,udp,0,493,1,31,1,Safari,0,76099,10494,86593,384.0432891965373,0.8895489806540576,22,15,0
15490,3401,udp,5,333,0,62,3,Safari,0,25616,16519,42135,378.4080282929458,0.9607095493038056,23,3,0
15491,7133,udp,6,1325,0,31,0,Firefox,0,85355,82251,167606,139.84231645449472,0.14421533410107512,14,26,0
15492,11400,udp,7,1937,1,65,0,Chrome,1,79582,70850,150432,463.3657546982616,0.007934013,17,24,0
15493,10897,icmp,3,1265,0,90,4,Firefox,1,53740,37963,91703,455.5802518790917,0.9676047301942794,1,27,1
15494,2589,icmp,5,1258,1,94,0,Safari,0,20930,42269,63199,165.33779056732712,0.8224408929219267,44,19,0
15495,3092,icmp,5,1027,0,43,4,Firefox,0,74662,75909,150571,357.42557083927323,0.4633589783651837,32,34,0
15496,1192,udp,3,796,1,74,0,Chrome,0,30343,92879,123222,354.93627920923785,0.5581093064078569,49,37,0
15497,15456,udp,8,1863,1,74,4,Firefox,1,9296,48868,58164,435.81610968186067,0.7844166009151371,21,38,1
15498,4181,tcp,5,1376,1,9,4,Chrome,0,9624,11427,21051,108.6554866375772,0.5288260996402872,25,28,0
15499,11282,icmp,3,1260,1,36,2,Edge,0,99463,21340,120803,219.08365246254093,0.014445299708547577,41,39,0
15500,9085,udp,2,254,1,91,0,Safari,1,43853,88396,132249,256.56903721797437,0.7372674578224129,40,36,1
15501,15018,udp,0,863,1,18,4,Safari,0,63189,69889,133078,458.04720211295455,0.6256705280697311,10,7,0
15502,4161,tcp,6,486,0,74,3,Edge,0,91744,25702,117446,100.26925500026542,0.9157496196770928,19,12,1
15503,1217,icmp,2,1108,0,55,1,Edge,0,17464,40687,58151,372.1350140945424,0.39679616222921443,8,31,0
15504,9462,icmp,1,577,1,39,4,Chrome,0,12549,25293,37842,331.7685254317074,0.41801332396660584,20,19,0
15505,14450,icmp,1,1197,1,21,0,Edge,1,43110,88155,131265,315.9061932388031,0.7727277804693862,11,23,0
15506,17442,icmp,9,1899,1,63,0,Edge,0,33841,70495,104336,470.9129708356972,0.12658472157823808,11,36,0
15507,18479,udp,9,186,1,66,4,Edge,0,51487,80896,132383,165.43438907731712,0.6832181261148613,23,18,1
15508,7922,icmp,8,1509,0,55,1,Edge,0,51093,70599,121692,279.1088677111889,0.2584718113969914,25,10,0
15509,9558,tcp,4,153,1,62,1,Edge,0,29954,18145,48099,173.7498805425754,0.574999537,19,3,0
15510,9598,icmp,2,779,0,42,3,Edge,0,7362,7359,14721,28.092216767109228,0.444745912,40,4,0
15511,17510,tcp,9,719,1,42,4,Safari,0,60882,38998,99880,350.36369491744426,0.3331971868169201,8,10,0
15512,18877,icmp,6,841,1,60,2,Edge,0,89704,70036,159740,307.1323620893853,0.2666436155097416,38,9,0
15513,6129,icmp,2,735,1,2,4,Chrome,0,72699,23766,96465,77.09972667214926,0.21475708679343497,37,33,0
15514,11423,udp,9,815,1,3,0,Safari,1,87965,63507,151472,474.24241719736534,0.5253400962026111,19,18,0
15515,6757,udp,7,375,1,64,4,Firefox,0,21805,26175,47980,151.39896006757274,0.7210396315164355,15,37,1
15516,5403,udp,0,1025,1,76,3,Safari,0,25949,41982,67931,478.6230541930375,0.15566331037005732,36,30,0
15517,10193,tcp,8,456,1,73,2,Chrome,1,43406,84360,127766,415.3179176886432,0.7799870916633974,29,3,1
15518,12590,icmp,2,159,1,19,0,Edge,0,91871,4402,96273,71.06170648304425,0.8861846599724841,14,14,0
15519,10820,tcp,9,1453,1,20,3,Firefox,0,78552,12555,91107,448.2551767631453,0.17060063881022847,24,28,0
15520,16561,udp,4,698,1,50,4,Safari,0,28071,60432,88503,201.92344934610455,0.39352068813906316,48,28,0
15521,14652,tcp,3,1584,1,56,1,Edge,1,60179,7238,67417,356.4774664932815,0.48028971624284034,17,30,0
15522,14669,tcp,2,157,1,61,2,Firefox,0,20671,70582,91253,228.32406819700645,0.6994108965654704,30,24,0
15523,17708,tcp,4,886,1,86,1,Edge,0,78507,8090,86597,381.82106662200243,0.3073784676665279,27,13,0
15524,18861,icmp,1,422,1,98,2,Chrome,0,67274,46282,113556,74.06362784387548,0.598424642,41,22,0
15525,16237,tcp,9,1503,1,26,4,Safari,0,59930,32763,92693,197.95854011598004,0.6138742462215998,7,16,0
15526,7394,icmp,7,821,0,30,0,Firefox,0,1539,55012,56551,114.14475344404202,0.28254796601453414,32,2,0
15527,9549,icmp,9,1977,1,67,5,Chrome,0,1330,67118,68448,86.14752846418587,0.7630571523878422,16,12,1
15528,19592,udp,4,368,1,82,5,Safari,0,82583,95788,178371,92.75028300568198,0.4536099487709695,11,29,1
15529,10902,icmp,4,1906,0,93,2,Chrome,0,97035,88279,185314,378.5137856360894,0.29407642368257525,13,6,0
15530,1149,tcp,3,719,1,72,0,Edge,1,40926,12900,53826,97.26448748646135,0.8717626911339701,17,18,1
15531,9478,udp,9,1535,1,45,2,Chrome,0,31784,18324,50108,268.1424489094342,0.9749795213601482,26,20,0
15532,5317,icmp,0,664,1,66,2,Firefox,0,49370,40657,90027,163.91065940448914,0.44507969229002464,8,15,0
15533,972,icmp,4,374,1,30,2,Edge,0,24773,92204,116977,46.82335946400824,0.026931525590201733,12,23,0
15534,6870,icmp,9,1342,0,11,2,Edge,0,32789,30854,63643,223.4596705641353,0.639342122,10,1,0
15535,9011,udp,2,339,1,59,1,Chrome,1,71777,45884,117661,445.86973872986835,0.3848015158725381,18,29,0
15536,14031,tcp,0,1027,1,45,0,Edge,0,50986,78643,129629,360.34763612874275,0.11185757677545438,1,8,0
15537,16557,udp,4,683,1,52,5,Firefox,0,99859,992,100851,240.76543274428755,0.709648782,40,10,1
15538,15467,udp,7,1191,0,55,1,Chrome,0,80459,31498,111957,53.25197180388346,0.7051066366242198,43,30,0
15539,14668,udp,2,1610,1,11,0,Chrome,1,13279,27082,40361,194.21751823743884,0.32584536775362327,46,8,0
15540,1527,tcp,8,736,0,82,4,Firefox,0,9629,24016,33645,197.02368962118106,0.6061946322771289,2,34,0
15541,2891,icmp,3,1253,1,89,2,Chrome,0,35425,21665,57090,441.8080755362837,0.7256351360446531,12,34,0
15542,17973,udp,2,995,0,67,0,Firefox,0,89954,68912,158866,441.45200629933066,0.9080704294316079,8,23,0
15543,19607,udp,1,969,1,79,1,Edge,0,32904,37306,70210,476.44779173047544,0.38355561147760264,5,2,0
15544,12216,tcp,6,1387,1,67,5,Chrome,0,48154,16461,64615,71.30371952716644,0.045336124,21,38,0
15545,16808,tcp,0,1695,1,31,0,Firefox,0,73938,52323,126261,324.3388921155789,0.9577880523245367,9,30,0
15546,18318,icmp,9,1341,1,56,1,Chrome,1,35245,63390,98635,463.2451780426513,0.45814910853540447,22,35,0
15547,15339,icmp,6,72,1,63,3,Chrome,0,43741,47301,91042,103.79690594952406,0.5486678820601665,45,35,0
15548,3076,udp,9,1356,0,80,4,Chrome,0,62883,27981,90864,7.599662062312103,0.810498134,4,1,1
15549,19198,udp,4,1227,1,62,4,Firefox,1,23540,95441,118981,323.82493368818047,0.540021814,49,38,1
15550,19535,udp,1,285,0,16,2,Chrome,0,72490,25842,98332,62.672796483722955,0.9165468622898535,21,36,1
15551,1509,icmp,0,813,0,13,3,Firefox,1,70380,56720,127100,298.8138726468091,0.8609432652927488,45,35,1
15552,3113,udp,0,757,0,30,3,Safari,0,41329,21757,63086,474.8896692039018,0.5675600174564486,25,15,0
15553,3977,icmp,6,1440,1,17,4,Chrome,0,11932,92644,104576,291.94641925275886,0.8799475761744474,48,27,1
15554,2885,icmp,9,777,1,34,5,Edge,0,91014,67362,158376,387.2950916106092,0.1380431939126462,13,8,0
15555,8141,udp,1,57,1,26,4,Chrome,0,13309,94508,107817,250.26502222566052,0.5592451533239033,23,38,0
15556,4902,udp,5,1178,1,49,3,Firefox,0,53418,47383,100801,87.19123116376537,0.8476058454582878,45,39,1
15557,16588,icmp,8,600,1,78,3,Safari,1,6309,17012,23321,437.44748074207286,0.4644136480861446,15,26,1
15558,19519,icmp,7,1561,1,42,1,Edge,0,94447,82244,176691,52.951224561043894,0.5771616436760505,1,38,0
15559,9285,udp,3,628,1,26,2,Chrome,1,5783,72448,78231,473.6361886,0.283160074,15,31,0
15560,9767,icmp,7,1633,0,88,4,Safari,0,22515,8783,31298,428.12164728028097,0.9525540108458497,36,20,1
15561,14536,icmp,6,1928,1,83,4,Firefox,1,12459,90818,103277,264.3769256098537,0.2385517430777605,47,17,1
15562,18003,udp,9,1285,1,15,4,Firefox,0,9764,60959,70723,443.1980145634698,0.10715068011984763,21,39,0
15563,12512,tcp,6,1770,0,58,0,Edge,0,84961,65946,150907,65.60136809,0.838121158,37,26,0
15564,5481,udp,9,1243,0,26,3,Chrome,0,65323,84446,149769,79.71440587045609,0.6575657154525245,30,8,0
15565,14507,udp,7,685,1,56,4,Firefox,0,86278,99890,186168,376.4521057930334,0.41675035349182254,49,23,0
15566,3641,tcp,5,938,1,28,4,Edge,0,41330,87160,128490,358.0615789140796,0.099656788,15,33,0
15567,493,icmp,6,1761,0,36,2,Edge,0,33186,78386,111572,147.6837351307792,0.34859865559334735,17,35,0
15568,7682,udp,8,1566,1,2,4,Chrome,1,76648,44967,121615,15.548122609937181,0.750398337,41,23,1
15569,3942,udp,5,1190,1,15,3,Safari,0,58685,29585,88270,446.5899063988816,0.6339577690024708,33,1,0
15570,12186,tcp,1,1879,1,22,4,Edge,0,74697,98336,173033,92.21538883,0.8040102777871945,6,18,0
15571,9706,icmp,1,1762,1,23,1,Edge,0,62820,2127,64947,403.8474446958152,0.4750560550366558,1,22,0
15572,7598,icmp,1,84,0,88,5,Chrome,0,95388,82595,177983,138.54788864308964,0.090368045,46,33,1
15573,18361,udp,6,1764,0,96,0,Chrome,1,89527,58062,147589,88.07524689,0.8807598484807911,22,37,1
15574,17176,udp,1,1921,0,55,2,Firefox,0,59014,51369,110383,253.50687117639922,0.5924359239467151,15,36,0
15575,8630,icmp,8,1368,0,73,4,Chrome,0,67973,33814,101787,451.39715869859333,0.4687942220662863,45,33,1
15576,10902,tcp,4,1014,1,59,2,Firefox,0,84824,55397,140221,241.6164086,0.60199776,48,9,1
15577,2702,tcp,7,830,1,92,1,Edge,1,6721,85848,92569,199.95576317252232,0.086078162,31,10,0
15578,5874,tcp,6,486,1,33,2,Chrome,0,61654,1570,63224,366.04231942043003,0.071393166,28,30,0
15579,7406,udp,5,747,0,36,3,Chrome,0,75589,19073,94662,370.21867634021106,0.9725064937349549,39,36,1
15580,6732,tcp,5,935,0,6,0,Edge,0,19631,34228,53859,382.36904013362346,0.11748914988830317,21,8,0
15581,12860,icmp,1,653,1,20,3,Firefox,0,37955,31709,69664,395.6602262245334,0.085388724,42,39,0
15582,3465,icmp,8,1100,0,11,5,Safari,0,40308,67385,107693,89.4845171,0.7861943045434082,3,33,1
15583,10706,tcp,1,1391,1,18,2,Edge,1,45561,44066,89627,284.55856013518786,0.8673129934061196,7,2,1
15584,14488,tcp,3,1020,1,98,2,Edge,0,68272,3597,71869,32.88126046831683,0.27188233784343163,16,4,0
15585,11585,udp,2,1289,1,32,1,Chrome,0,53848,93747,147595,441.8897675784897,0.4216950204140206,35,32,0
15586,7288,udp,5,1047,1,33,4,Safari,0,1015,92447,93462,227.91733481574698,0.848346247,34,14,1
15587,14811,tcp,3,1147,1,98,4,Safari,1,45880,41302,87182,98.64589939723736,0.089182105,32,37,1
15588,934,icmp,1,1364,1,90,1,Edge,0,35307,70135,105442,297.1033027138664,0.4691521961587919,1,37,0
